true,predicted,category,feature
-3.5232660822919746,-4.772252418041571,no_correction,access
-4.034277789108793,-4.257744981191344,no_correction,affordable
4.623356921393424,5.873161381814449,no_correction,america
5.389779863661767,5.8403448590555485,no_correction,american
-2.6562746973439,-2.626915325281844,no_correction,assistance
-3.054924267567475,-3.243884117579304,no_correction,attack
19.111249465908212,21.186567012727355,no_correction,biden
6.549238145580037,7.703620873256119,no_correction,biden administration
3.083796087577673,2.41430866796011,no_correction,bill
-4.7148702656745085,-6.879919844873282,no_correction,bipartisan
8.841178367293622,9.561105856727531,no_correction,border
-5.1561275050048,-6.013588038133941,no_correction,capitol
-6.231914106966158,-7.244531039426496,no_correction,care
-1.6008439478502645,-2.0719430439989006,no_correction,celebrate
-3.434977381558946,-3.790788539338624,no_correction,change
-4.058685689729074,-4.094559107030892,no_correction,child
-1.2157787405920215,-1.752451116879631,no_correction,children
4.708052040499052,5.727717330259306,no_correction,china
1.703324006506227,2.296967583630171,no_correction,colleagues
-3.755225560617287,-6.106344260577942,no_correction,community
-1.1464319017429607,-1.6094719267981834,no_correction,congress
3.775924536754108,4.358367654991236,no_correction,control
-1.3029834298967968,-1.3551626778456674,no_correction,country
2.042873465625277,2.830706986810116,no_correction,court
3.697755130013221,4.8659640751947535,no_correction,crisis
-1.9634779737990864,-2.927276628216884,no_correction,critical
2.059132488569,2.4159053303945637,no_correction,debt
-11.121788245835043,-11.135061926036396,no_correction,democracy
11.880509337786597,12.808765135868036,no_correction,democrats
0.33518450168651964,0.26272769265808105,no_correction,deserve
0.42840832420043007,0.12366723411982374,no_correction,economic
0.22231134880708522,-0.9454573619829404,no_correction,economy
-0.2539290513770431,-0.7968865080845506,no_correction,election
1.5816529324450204,3.4707593524032423,no_correction,enforcement
-4.59937134755305,-4.919040370330706,no_correction,ensure
0.4433182573264462,0.51607722777417,no_correction,family
2.204373370351201,2.6742750563836624,no_correction,federal
-2.665895279776464,-3.764105209452645,no_correction,fight
-2.006437619831724,-1.637275238021842,no_correction,free
2.090421961752206,2.8239274619175534,no_correction,freedom
-3.009311269330794,-4.390884060604979,no_correction,funding
-0.046861304010036964,0.5071663573637496,no_correction,give
-2.733634324222076,-4.386036389668738,no_correction,good
5.755826716392996,6.58033971660391,no_correction,government
3.2068616691487573,4.2919469205784315,no_correction,great
1.8876653369912684,2.2940075498038164,no_correction,happy
-6.988210937701064,-9.521730669541567,no_correction,health
-3.1898344493626385,-4.121004277533103,no_correction,health care
-5.8134828369319385,-7.980942257564684,no_correction,help
-1.2279492329048223,-1.2111755533693047,no_correction,home
0.5317142387272298,-0.21113606552601533,no_correction,honor
0.0806627312722381,0.28731398108051504,no_correction,hope
5.2844467706729334,5.812863231392987,no_correction,illegal
1.4661513575510603,0.7078347262667851,no_correction,issues
-4.359789545486859,-4.436566752985917,no_correction,jobs
-3.6917583906995537,-4.383747312861314,no_correction,justice
-4.2950002246722185,-2.967160509140858,no_correction,law
-1.1393169923355335,-0.92832146778912,no_correction,lead
0.13163637265157016,-0.00031579466152140823,no_correction,leadership
1.9206370085939273,2.51365042403067,no_correction,left
-2.343995198563434,-3.841443906827881,no_correction,local
-2.360279933383742,-3.6002645609427075,no_correction,loved ones
7.38180106207612,7.675932539277785,no_correction,mandate
2.2493843697437126,4.178156733743177,no_correction,military
1.2952247514849191,2.9039978242847315,no_correction,nation
2.9727249066764254,4.4222562109460455,no_correction,national
-0.04101204674437137,-0.4232209798759873,no_correction,needs
-1.1219788339081365,-1.5942943773064895,no_correction,people
1.0425410544772544,0.7609271032661723,no_correction,power
8.885219648494378,10.507174531721933,no_correction,president
4.332762404879103,5.06179674558598,no_correction,prices
-6.644462002625309,-7.556141563373509,no_correction,protect
-0.8549539494651605,-2.592671249197126,no_correction,proud
-1.2145275954141634,-1.822677475185518,no_correction,provide
-1.0238103688695719,-0.5174095408353471,no_correction,republicans
-6.947831977917711,-6.30143780009629,no_correction,right
-5.339495677538459,-6.026065096866166,no_correction,rights
-1.5073628058106416,-2.005651304615303,no_correction,safety
-0.5312370977148413,1.0195857846642884,no_correction,school
0.8904609206547544,1.5423943722165305,no_correction,security
-5.937245091397835,-6.029425974752382,no_correction,senate
-0.09830186479747315,0.2461381360898205,no_correction,serve
0.8883943231550608,-0.5058817874432774,no_correction,service
-0.16292646920061052,0.32288283813004176,no_correction,small businesses
10.074920869838207,10.68026370654175,no_correction,spending
0.16790045030721318,0.20803046069854364,no_correction,state
2.0730514196567382,2.4570322496393344,no_correction,stop
-0.5782454495213203,0.1844699356318771,no_correction,students
-1.171595691387218,-2.239434840495714,no_correction,support
-0.9188858089419893,-2.5135372422911844,no_correction,system
2.0257710189294325,2.815051584347915,no_correction,tax
0.5481678802487335,2.038909050425398,no_correction,united
